GS_class;SF_class;SF_number;CH_distance;CH_area;SS_distance;SS_number;SS_areas;Day;Month;Year;CME_max_angular_width;CME_max_velocity;CME_number
0;2.5e-07;11;24.846000830691942;1637707146128.0;1000.0;0;0;19;1;2011;37;240.0;1
0;4.2e-07;12;26.006567332979532;6050934227444.0;1000.0;0;0;20;1;2011;101;482.0;5
0;3.3e-06;56;23.39425623641177;8845843766595.0;1000.0;0;0;21;1;2011;144;320.0;4
0;2.4e-06;28;22.515775719863942;6075975629774.0;1000.0;0;0;22;1;2011;52;610.0;3
0;2.8e-07;25;22.18806548182395;4700272515592.0;1000.0;0;0;23;1;2011;113;448.0;3
0;1.4e-06;18;21.281764553248287;4882910562794.0;1000.0;0;0;24;1;2011;79;258.0;3
0;1e-07;4;21.22992861094356;1793008069020.0;1000.0;0;0;25;1;2011;69;143.0;1
0;3.2e-07;43;22.78229027878329;4654318255998.0;1000.0;0;0;26;1;2011;65;553.0;5
0;1.5e-06;33;22.419825867682007;4693753046886.0;1000.0;0;0;27;1;2011;104;365.0;9
0;1.4000000000000001e-05;53;22.015891847473192;1960419731744.0;1000.0;0;0;28;1;2011;119;606.0;3
0;7.3e-07;38;21.688804399346605;5844972539670.0;1000.0;0;0;29;1;2011;113;677.0;4
0;2.3e-07;10;21.166429371668748;5880502868714.0;1000.0;0;0;30;1;2011;264;521.0;4
0;1.7e-07;19;21.244350698507414;4868577280288.0;1000.0;0;0;31;1;2011;150;713.0;2
0;4.5e-07;23;20.77065955821488;3392385897468.0;1000.0;0;0;1;2;2011;360;437.0;4
0;4.1e-07;16;20.77065955821488;3351794696191.0;1000.0;0;0;2;2;2011;360;437.0;2
0;2.6e-07;14;20.87179923643457;4433007781942.0;1000.0;0;0;3;2;2011;0;0.0;0
2;9.5e-07;25;20.896537394819752;5239771856566.0;1000.0;0;0;4;2;2011;8;295.0;2
1;3.6e-07;10;20.823219160110668;2376366686580.0;1000.0;0;0;5;2;2011;81;641.0;2
0;0.0;0;20.996391351626066;2150236532760.0;1000.0;0;0;6;2;2011;10;452.0;3
0;1.9e-07;40;16.21301665602448;2437950443018.0;1000.0;0;0;7;2;2011;9;452.0;2
0;4e-06;90;21.032329004816454;2563036621339.5;1000.0;0;0;8;2;2011;21;161.0;1
0;1.9e-05;43;21.326191834852246;2594597704621.0;1000.0;0;0;9;2;2011;127;379.0;3
0;4.7e-06;51;15.270660351571813;2567536504320.0;1000.0;0;0;10;2;2011;158;338.0;3
